 Mv1       Mv2        Mvp         lamL       alpha2      alpha3        Omega        protonSI      Br(H->v1v1)     Br(H->v2v2)     ctau_v2     Br(H->AA)      Width_H   
58.12   59.70    100.00   6.180E-01   2.806E-01   -2.806E-01     1.171E-03     9.654E-07      5.795E-01       4.194E-01       2.649E-02      2.745E-07      4.212E+00 
31.99   33.87    100.00   4.817E-02   -3.087E-01   3.087E-01     5.594E-03     1.886E-08      6.084E-01       3.853E-01       1.149E-02      4.919E-05      7.033E-01 
20.48   27.69    100.00   -2.127E-01   1.613E-01   -1.613E-01     9.179E-01     8.692E-07      7.735E-01       2.264E-01       1.525E-05      9.813E-07      8.060E+01 
15.83   17.14    100.00   -3.961E-01   2.766E-01   -2.766E-01     9.226E-02     4.916E-06      5.809E-01       4.191E-01       7.570E-02      1.072E-07      1.112E+03 
43.71   44.86    100.00   8.782E-01   -2.809E-01   2.809E-01     1.888E-05     3.410E-06      5.367E-01       4.632E-01       1.349E-01      1.997E-07      5.532E+01 
12.08   13.27    100.00   7.394E-01   6.971E-01   -6.971E-01     2.130E-01     2.845E-05      5.968E-01       4.032E-01       1.215E-01      1.230E-10      1.160E+04 
25.21   26.88    100.00   -2.970E-01   6.275E-01   -6.275E-01     1.905E-02     1.138E-06      5.670E-01       4.330E-01       2.140E-02      1.097E-06      8.610E+01 
42.85   48.88    100.00   6.082E-01   -9.613E-01   9.613E-01     1.145E-03     1.701E-06      6.865E-01       3.133E-01       3.134E-05      7.221E-09      2.305E+01 
24.96   28.53    100.00   -3.365E-01   1.739E-01   -1.739E-01     7.755E-02     1.488E-06      6.382E-01       3.617E-01       4.606E-04      1.003E-06      1.026E+02 
13.46   19.27    100.00   8.139E-01   -9.899E-01   9.899E-01     1.946E+01     2.816E-05      8.211E-01       1.789E-01       4.760E-05      6.156E-10      6.526E+03 
45.54   46.54    100.00   -4.212E-01   9.325E-02   -9.325E-02     5.075E-05     7.240E-07      5.259E-01       4.737E-01       2.714E-01      1.063E-05      1.042E+01 
44.83   46.94    100.00   -4.241E-01   -9.700E-01   9.700E-01     8.426E-05     7.568E-07      5.547E-01       4.449E-01       6.117E-03      1.026E-05      1.089E+01 
58.24   63.86    100.00   1.928E-01   4.458E-01   -4.458E-01     1.830E-03     9.361E-08      9.820E-01       0.000E+00       4.245E-05      5.072E-05      2.374E-01 
56.79   56.85    100.00   -2.460E-01   -5.541E-01   5.541E-01     1.548E-03     1.601E-07      4.994E-01       4.961E-01       9.692E+05      7.119E-05      9.504E-01 
61.77   67.05    100.00   -6.252E-01   7.861E-01   -7.861E-01     2.281E-05     8.762E-07      9.949E-01       0.000E+00       5.762E-05      1.682E-04      8.656E-01 
11.73   14.47    100.00   -2.029E-01   -3.554E-01   3.554E-01     1.945E+00     2.261E-06      6.991E-01       3.009E-01       1.978E-03      9.404E-08      8.406E+02 
31.08   35.50    100.00   2.721E-01   3.790E-01   -3.790E-01     3.075E-02     6.366E-07      6.714E-01       3.284E-01       1.533E-04      5.272E-07      2.332E+01 
37.92   41.81    100.00   -1.670E-01   -7.435E-01   7.435E-01     1.796E-03     1.629E-07      5.927E-01       4.062E-01       2.816E-04      1.706E-05      3.781E+00 
13.12   13.92    100.00   -7.073E-01   -1.272E-01   1.272E-01     9.384E-02     2.232E-05      5.606E-01       4.394E-01       9.082E-01      2.537E-08      8.033E+03 
57.12   59.60    100.00   -1.978E-01   -8.301E-01   8.301E-01     2.828E-03     1.023E-07      5.786E-01       4.128E-01       2.640E-03      1.172E-04      5.053E-01 
28.80   30.69    100.00   -1.823E-01   5.135E-01   -5.135E-01     1.106E-02     3.313E-07      5.629E-01       4.368E-01       1.145E-02      3.978E-06      1.781E+01 
16.78   24.46    100.00   7.005E-01   5.306E-01   -5.306E-01     1.140E+01     1.377E-05      8.399E-01       1.601E-01       1.174E-05      3.640E-10      1.882E+03 
35.13   36.57    100.00   8.077E-01   7.903E-01   -7.903E-01     2.008E-03     4.420E-06      5.517E-01       4.483E-01       4.337E-02      3.885E-08      1.388E+02 
11.79   14.73    100.00   -5.736E-01   -6.391E-01   6.391E-01     2.518E+00     1.791E-05      7.135E-01       2.865E-01       1.377E-03      2.564E-08      6.448E+03 
58.36   63.98    100.00   6.914E-01   -3.555E-01   3.555E-01     8.141E-04     1.198E-06      9.985E-01       0.000E+00       4.276E-05      1.192E-06      2.937E+00 
30.41   31.57    100.00   -4.333E-01   5.952E-01   -5.952E-01     5.173E-03     1.684E-06      5.412E-01       4.587E-01       1.309E-01      1.507E-06      8.130E+01 
15.01   15.26    100.00   6.000E-01   8.913E-01   -8.913E-01     3.689E-02     1.248E-05      5.174E-01       4.826E-01       4.041E+02      2.016E-11      3.583E+03 
29.07   31.27    100.00   2.581E-01   -4.657E-01   4.657E-01     1.276E-02     6.520E-07      5.930E-01       4.068E-01       5.130E-03      4.218E-07      3.246E+01 
29.95   31.59    100.00   -3.884E-01   1.865E-01   -1.865E-01     7.405E-03     1.393E-06      5.578E-01       4.421E-01       2.350E-02      1.652E-06      6.801E+01 
16.81   19.25    100.00   6.246E-01   9.508E-01   -9.508E-01     2.542E-01     1.092E-05      6.427E-01       3.573E-01       3.237E-03      3.625E-13      1.944E+03 
11.23   11.37    100.00   4.888E-01   -3.865E-01   3.865E-01     6.633E-02     1.422E-05      5.124E-01       4.876E-01       1.087E+04      2.807E-10      7.955E+03 
17.75   25.03    100.00   3.548E-01   8.954E-01   -8.954E-01     2.631E+00     3.177E-06      8.255E-01       1.745E-01       1.496E-05      2.109E-08      3.876E+02 
30.81   32.56    100.00   4.977E-01   -9.492E-01   9.492E-01     6.630E-03     2.167E-06      5.689E-01       4.310E-01       1.647E-02      1.257E-08      9.601E+01 
60.56   67.49    100.00   -7.532E-01   -4.621E-01   4.621E-01     1.130E-04     1.322E-06      9.979E-01       0.000E+00       1.506E-05      8.476E-05      2.147E+00 
29.91   34.62    100.00   6.280E-01   -6.169E-01   6.169E-01     4.577E-02     3.654E-06      6.750E-01       3.250E-01       1.123E-04      5.164E-10      1.480E+02 
51.52   56.22    100.00   -8.176E-02   7.045E-02   -7.045E-02     6.825E-03     2.141E-08      5.380E-01       4.393E-01       1.050E-04      2.351E-04      1.896E-01 
19.53   19.87    100.00   -6.327E-01   7.179E-01   -7.179E-01     1.942E-02     8.424E-06      5.181E-01       4.819E-01       8.052E+01      1.374E-07      1.307E+03 
27.47   30.56    100.00   -4.837E-01   -8.368E-01   8.368E-01     3.218E-02     2.556E-06      6.150E-01       3.850E-01       9.259E-04      9.541E-07      1.428E+02 
10.04   13.03    100.00   2.206E-01   -7.519E-01   7.519E-01     5.980E+00     3.563E-06      7.491E-01       2.509E-01       1.307E-03      1.089E-08      1.756E+03 
43.19   43.37    100.00   3.175E-01   -1.077E-01   1.077E-01     2.417E-05     4.564E-07      5.062E-01       4.933E-01       2.002E+03      8.871E-07      8.173E+00 
56.64   56.68    100.00   6.221E-01   -3.051E-01   3.051E-01     1.312E-03     1.029E-06      5.013E-01       4.980E-01       5.121E+06      1.804E-07      6.185E+00 
42.61   48.39    100.00   4.959E-01   6.095E-01   -6.095E-01     6.723E-04     1.143E-06      6.826E-01       3.171E-01       3.879E-05      4.050E-08      1.588E+01 
54.31   61.62    100.00   -7.515E-01   -7.957E-01   7.957E-01     3.980E-03     1.631E-06      8.054E-01       1.940E-01       1.172E-05      2.469E-05      7.640E+00 
54.43   62.40    100.00   8.215E-01   -8.672E-02   8.672E-02     3.481E-03     1.941E-06      9.353E-01       6.411E-02       7.604E-06      1.242E-06      7.744E+00 
37.63   43.65    100.00   1.550E-01   -6.298E-01   6.298E-01     4.398E-03     1.423E-07      7.288E-01       2.697E-01       3.238E-05      7.679E-06      2.750E+00 
31.43   32.13    100.00   5.947E-01   -5.614E-01   5.614E-01     3.419E-03     2.974E-06      5.272E-01       4.728E-01       1.837E+00      1.989E-11      1.345E+02 
58.56   59.00    100.00   -8.801E-01   3.459E-01   -3.459E-01     9.551E-04     1.929E-06      5.192E-01       4.803E-01       1.959E+01      2.524E-05      8.839E+00 
31.57   37.20    100.00   1.094E-01   7.030E-02   -7.030E-02     5.612E-02     9.987E-08      7.409E-01       2.578E-01       4.611E-05      8.638E-06      3.174E+00 
13.73   18.95    100.00   9.213E-02   9.638E-01   -9.638E-01     4.026E+00     3.476E-07      8.152E-01       1.847E-01       7.971E-05      4.212E-07      7.756E+01 
38.16   43.25    100.00   -1.632E-01   -7.722E-01   7.722E-01     2.311E-03     1.536E-07      6.171E-01       3.816E-01       7.411E-05      1.898E-05      3.359E+00 
57.56   59.39    100.00   4.071E-01   4.064E-01   -4.064E-01     1.804E-03     4.270E-07      5.880E-01       4.098E-01       1.244E-02      7.370E-07      1.971E+00 
12.16   15.14    100.00   -6.136E-01   -7.979E-01   7.979E-01     2.263E+00     1.935E-05      7.111E-01       2.889E-01       1.277E-03      2.704E-08      6.523E+03 
48.96   52.61    100.00   5.151E-01   -4.065E-01   4.065E-01     2.321E-03     9.394E-07      6.175E-01       3.820E-01       3.726E-04      1.678E-08      8.857E+00 
54.46   54.96    100.00   -5.672E-01   -2.143E-01   2.143E-01     1.185E-03     9.241E-07      5.141E-01       4.853E-01       9.638E+00      2.064E-05      6.695E+00 
13.10   17.75    100.00   9.225E-01   -4.524E-02   4.524E-02     8.447E+00     3.808E-05      7.827E-01       2.173E-01       1.416E-04      1.015E-09      9.854E+03 
14.94   19.76    100.00   -9.782E-01   5.955E-01   -5.955E-01     4.520E+00     3.344E-05      7.629E-01       2.371E-01       1.166E-04      4.477E-08      6.574E+03 
59.12   61.88    100.00   6.648E-01   -7.424E-01   7.424E-01     6.086E-04     1.080E-06      7.318E-01       2.669E-01       1.496E-03      8.116E-07      3.225E+00 
19.56   21.07    100.00   -3.288E-01   8.793E-01   -8.793E-01     5.033E-02     2.268E-06      5.764E-01       4.236E-01       3.628E-02      3.270E-07      3.150E+02 
36.43   39.09    100.00   -2.178E-01   4.398E-01   -4.398E-01     2.287E-03     2.994E-07      5.721E-01       4.273E-01       1.912E-03      9.127E-06      8.134E+00 
12.39   18.66    100.00   -9.643E-01   -9.864E-01   9.864E-01     7.275E+01     4.613E-05      8.454E-01       1.546E-01       3.340E-05      2.316E-08      1.253E+04 
51.41   54.25    100.00   -3.707E-01   5.992E-01   -5.992E-01     2.284E-03     4.421E-07      5.709E-01       4.279E-01       1.310E-03      2.566E-05      3.722E+00 
23.59   24.30    100.00   9.297E-01   -8.177E-01   8.177E-01     1.311E-02     1.267E-05      5.335E-01       4.665E-01       1.632E+00      9.477E-09      1.205E+03 
60.91   64.11    100.00   2.004E-01   -3.894E-01   3.894E-01     1.050E-04     9.255E-08      9.694E-01       0.000E+00       7.143E-04      7.667E-05      1.397E-01 
43.24   49.98    100.00   -1.643E-01   -9.516E-01   9.516E-01     3.161E-03     1.220E-07      6.342E-01       3.633E-01       1.809E-05      3.544E-05      1.737E+00 
34.17   39.04    100.00   8.538E-01   -4.334E-02   4.334E-02     1.477E-02     5.212E-06      6.660E-01       3.340E-01       9.357E-05      5.301E-08      1.470E+02 
20.06   23.29    100.00   8.788E-02   1.261E-02   -1.261E-02     2.176E-01     1.544E-07      6.817E-01       3.180E-01       7.797E-04      1.892E-06      1.707E+01 
16.59   20.29    100.00   5.725E-01   -8.193E-01   8.193E-01     9.173E-01     9.403E-06      7.055E-01       2.945E-01       4.152E-04      1.891E-10      1.572E+03 
36.35   40.53    100.00   -1.924E-01   -7.959E-01   7.959E-01     4.725E-03     2.348E-07      6.079E-01       3.914E-01       1.964E-04      1.152E-05      6.046E+00 
19.85   23.54    100.00   1.726E-01   2.110E-01   -2.110E-01     3.008E-01     6.077E-07      6.916E-01       3.083E-01       4.040E-04      3.362E-07      6.795E+01 
49.29   56.86    100.00   5.153E-01   3.505E-01   -3.505E-01     1.367E-02     9.278E-07      7.398E-01       2.597E-01       1.000E-05      1.934E-08      7.117E+00 
55.34   60.27    100.00   5.537E-01   -1.849E-01   1.849E-01     3.962E-03     8.533E-07      7.134E-01       2.855E-01       8.237E-05      1.804E-08      4.106E+00 
15.50   17.49    100.00   -1.145E-01   7.822E-01   -7.822E-01     2.128E-01     4.275E-07      6.149E-01       3.850E-01       9.505E-03      6.524E-07      9.585E+01 
56.99   63.71    100.00   3.883E-02   -4.024E-01   4.024E-01     7.615E-03     3.961E-09      7.283E-01       0.000E+00       1.765E-05      1.695E-03      1.577E-02 
12.21   13.25    100.00   6.189E-01   2.569E-01   -2.569E-01     1.631E-01     1.953E-05      5.841E-01       4.159E-01       2.462E-01      1.165E-12      7.932E+03 
50.83   54.70    100.00   -5.172E-01   7.060E-02   -7.060E-02     3.397E-03     8.799E-07      6.017E-01       3.977E-01       2.794E-04      1.753E-05      7.362E+00 
57.68   57.86    100.00   -4.357E-01   3.701E-01   -3.701E-01     1.432E-03     4.871E-07      5.055E-01       4.928E-01       2.207E+03      4.052E-05      2.577E+00 
44.94   49.22    100.00   3.052E-01   -7.836E-01   7.836E-01     9.185E-04     3.903E-07      6.448E-01       3.543E-01       1.710E-04      1.597E-06      4.796E+00 
15.48   18.05    100.00   6.622E-01   2.476E-01   -2.476E-01     4.274E-01     1.434E-05      6.583E-01       3.417E-01       2.575E-03      5.388E-11      3.013E+03 
61.02   66.31    100.00   8.062E-01   5.623E-01   -5.623E-01     7.397E-05     1.493E-06      9.980E-01       0.000E+00       5.697E-05      4.893E-06      2.112E+00 
14.01   14.55    100.00   -7.558E-01   -3.644E-01   3.644E-01     5.722E-02     2.253E-05      5.392E-01       4.608E-01       6.794E+00      3.009E-08      7.264E+03 
61.65   65.74    100.00   -3.928E-01   -4.683E-01   4.683E-01     2.852E-05     3.472E-07      9.884E-01       0.000E+00       2.069E-04      2.458E-04      3.738E-01 
45.20   52.10    100.00   -4.626E-01   -3.538E-01   3.538E-01     7.527E-03     8.862E-07      6.716E-01       3.280E-01       1.610E-05      1.176E-05      1.024E+01 
26.49   27.08    100.00   -9.684E-01   -7.097E-01   7.097E-01     7.772E-03     1.099E-05      5.247E-01       4.753E-01       4.076E+00      3.600E-07      7.911E+02 
58.22   63.58    100.00   -4.045E-01   6.431E-01   -6.431E-01     1.358E-03     4.122E-07      9.958E-01       0.000E+00       5.388E-05      9.413E-05      1.033E+00 
34.15   38.37    100.00   3.126E-01   1.642E-01   -1.642E-01     1.130E-02     6.999E-07      6.558E-01       3.440E-01       1.898E-04      4.479E-07      2.009E+01 
55.32   61.95    100.00   5.427E-01   -6.664E-01   6.664E-01     4.817E-03     8.204E-07      8.470E-01       1.517E-01       1.890E-05      7.145E-09      3.333E+00 
57.28   63.40    100.00   6.601E-01   -6.616E-01   6.616E-01     1.592E-03     1.133E-06      9.987E-01       0.000E+00       2.792E-05      6.968E-07      3.185E+00 
55.36   58.58    100.00   7.499E-01   7.595E-01   -7.595E-01     2.274E-03     1.564E-06      6.251E-01       3.744E-01       6.945E-04      6.557E-07      8.577E+00 
37.06   40.79    100.00   -5.128E-01   6.264E-01   -6.264E-01     2.681E-03     1.605E-06      6.103E-01       3.896E-01       3.478E-04      3.561E-06      3.881E+01 
31.07   37.06    100.00   -5.546E-01   -8.846E-01   8.846E-01     5.784E-02     2.646E-06      6.908E-01       3.091E-01       3.446E-05      1.619E-06      9.426E+01 
26.67   28.21    100.00   7.950E-01   -8.224E-01   8.224E-01     1.341E-02     7.310E-06      5.657E-01       4.343E-01       3.146E-02      8.298E-09      4.796E+02 
12.98   15.06    100.00   5.164E-01   7.737E-01   -7.737E-01     5.406E-01     1.213E-05      6.515E-01       3.485E-01       7.655E-03      3.642E-10      3.848E+03 
46.07   48.42    100.00   -5.007E-01   1.241E-01   -1.241E-01     3.056E-04     9.999E-07      5.613E-01       4.383E-01       3.508E-03      9.966E-06      1.293E+01 
17.11   22.62    100.00   -4.722E-01   -2.418E-01   2.418E-01     2.703E+00     6.032E-06      7.629E-01       2.371E-01       5.824E-05      1.582E-07      8.676E+02 
13.89   21.12    100.00   -4.007E-01   -4.065E-01   4.065E-01     2.064E+01     6.439E-06      8.494E-01       1.506E-01       1.635E-05      8.982E-08      1.344E+03 
29.16   31.39    100.00   6.455E-01   -4.751E-01   4.751E-01     1.270E-02     4.054E-06      5.888E-01       4.111E-01       4.806E-03      9.907E-10      2.016E+02 
23.39   26.78    100.00   -1.138E-01   -9.735E-01   9.735E-01     1.083E-01     1.929E-07      6.239E-01       3.758E-01       5.959E-04      3.786E-06      1.602E+01 
55.16   63.14    100.00   -6.674E-01   -7.804E-01   7.804E-01     3.787E-03     1.248E-06      9.990E-01       0.000E+00       7.506E-06      3.757E-05      4.362E+00 
57.64   63.20    100.00   -9.431E-01   -6.575E-01   6.575E-01     8.517E-04     2.285E-06      9.993E-01       0.000E+00       4.479E-05      3.983E-05      6.148E+00 
47.96   49.15    100.00   -1.323E-01   -9.547E-01   9.547E-01     3.314E-04     6.454E-08      5.174E-01       4.771E-01       1.129E-01      6.884E-05      7.841E-01 
44.24   50.73    100.00   3.471E-01   -5.002E-02   5.002E-02     4.287E-03     5.201E-07      7.088E-01       2.905E-01       2.185E-05      8.951E-07      6.132E+00 
44.53   47.15    100.00   -6.984E-02   -7.985E-01   7.985E-01     1.128E-04     2.080E-08      5.160E-01       4.710E-01       1.994E-03      1.400E-04      3.296E-01 
61.11   62.72    100.00   5.484E-01   -7.204E-01   7.204E-01     9.349E-05     6.887E-07      9.955E-01       0.000E+00       2.400E-02      2.246E-07      9.449E-01 
35.17   36.92    100.00   -9.398E-01   1.583E-02   -1.583E-02     2.284E-03     5.971E-06      5.574E-01       4.425E-01       1.634E-02      1.450E-06      1.849E+02 
12.01   12.92    100.00   -4.925E-01   -5.556E-02   5.556E-02     1.418E-01     1.274E-05      5.734E-01       4.266E-01       4.969E-01      2.627E-08      5.471E+03 
55.53   61.83    100.00   2.000E-02   8.143E-02   -8.143E-02     1.677E-02     1.106E-09      4.619E-01       7.127E-03       2.432E-05      3.654E-03      8.074E-03 
40.54   47.90    100.00   8.225E-01   -9.066E-01   9.066E-01     1.248E-03     3.467E-06      7.213E-01       2.787E-01       1.188E-05      1.289E-07      5.363E+01 
53.20   61.15    100.00   -9.159E-02   1.940E-01   -1.940E-01     3.437E-02     2.523E-08      6.751E-01       2.972E-01       7.682E-06      2.907E-04      1.553E-01 
